醫事機構代碼,機構服務項目代碼
3541010327,G
3541010327,Y
3541010327,Z
3541010354,A
3541010354,E
3541010354,F
3541010354,G
3541010354,I
3541010363,A
3541010390,A
3541010390,E
3541010390,F
3541010390,G
3541010416,A
3541010416,A0
3541010416,E
3541010416,F
3541010416,G
3541010470,A
3541010470,E
3541010470,Z
3541010514,A
3541010514,E
3541010514,Z
3541010523,A
3541010523,E
3541010523,Y
3541010523,Z
3541010541,A
3541010541,D
3541010541,E
3541010550,A
3541010550,D
3541010550,E
3541010621,A
3541010621,D
3541010621,E
3541010621,Y
3541010621,Z
3541010649,A
3541010649,E
3541010649,F
3541010649,G
3541010649,Z
3541010658,A
3541010667,A
3541010667,D
3541010667,E
3541010667,Z
3541010676,A
3541010685,A
3541010685,E
3541010694,A
3541010694,D
3541010694,E
3541010694,Z
3541010701,A
3541010738,A
3541010738,D
3541010738,E
3541010738,Z
3541010756,A
3541010756,D
3541010756,E
3541010809,A
3541010809,D
3541010809,E
3541010818,1
3541010818,A
3541010818,E
3541010827,A
3541010863,A
3541010863,D
3541010863,E
3541010863,Z
3541010916,A
3541010916,D
3541010916,E
3541010916,Y
3541010916,Z
3541010943,A
3541010952,A
3541010952,Z
3541010989,A
3541010989,E
3541012009,A
3541012009,C
3541012009,E
3541012009,Z
3541012063,A
3541012063,D
3541012063,E
3541012063,Y
3541012116,A
3541012116,D
3541012116,E
3541012116,Z
3541012152,A
3541012152,E
3541012152,Y
3541012161,1
3541012161,2
3541012161,A
3541012189,A
3541012189,D
3541012189,E
3541012189,Z
3541012214,A
3541012214,E
3541012214,Z
3541012241,A
3541012241,E
3541012241,Z
3541012269,A
3541012269,D
3541012269,E
3541012278,A
3541012278,E
3541012278,Z
3541012301,A
3541012301,E
3541012312,A
3541012321,A
3541012321,A0
3541012321,E
3541012321,F
3541012321,G
3541012321,I
3541020074,A
3541020074,E
3541020074,Z
3541020092,A
3541020092,D
3541020092,E
3541020092,Y
3541020109,A
3541020109,E
3541020109,Y
3541020109,Z
3541020118,A
3541020118,D
3541020118,E
3541020118,Y
3541020305,A
3541020305,D
3541020305,E
3541020305,F
3541020305,Y
3541020305,Z
3541022434,A
3541022434,E
3541022452,A
3541030016,A
3541030016,D
3541030016,E
3541030016,Z
3541030025,A
3541030025,E
3541030043,A
3541030043,E
3541030043,Z
3541030052,A
3541030052,E
3541030052,Z
3541030061,A
3541030061,E
3541030061,Z
3541030070,A
3541030098,A
3541030098,E
3541030098,Z
3541030114,A
3541030114,D
3541030114,E
3541030258,A
3541030258,E
3541031273,Z
3541031282,A
3541031282,E
3541031282,Y
3541031282,Z
3541040058,A
3541040058,E
3541040058,Z
3541040101,A
3541040227,A
3541040227,D
3541040236,A
3541040236,D
3541040236,E
3541040290,A
3541040290,D
3541040290,E
3541040307,A
3541040307,D
3541041368,A
3541041377,A
3541041386,A
3541041386,E
3541041386,F
3541041386,G
3541041386,Z
3541041395,A
3541041395,D
3541041395,E
3541041395,Y
3541041395,Z
3541041402,A
3541041439,A
3541041439,C
3541041439,D
3541041439,E
3541041448,A
3541041448,E
3541041448,Y
3541041448,Z
3541041457,A
3541041457,A0
3541041457,D
3541041457,E
3541041457,F
3541041457,G
3541041457,I
3541041457,Z
3541041475,1
3541041475,A
3541041475,E
3541041475,Y
3541041493,A
3541041493,D
3541041493,E
3541041500,A
3541041500,E
3541041500,Z
3541041519,1
3541041519,2
3541041519,A
3541041519,E
3541041537,A
3541041537,E
3541041537,F
3541041537,G
3541041537,Z
3541050018,A
3541050018,E
3541050018,Z
3541050045,A
3541050045,D
3541050045,E
3541050045,Z
3541050081,A
3541050081,F
3541050081,G
3541050090,A
3541050090,D
3541050090,E
3541050090,F
3541050090,G
3541050090,Z
3541050107,A
3541050107,F
3541050107,G
3541050214,A
3541050241,A
3541050241,E
3541050241,Z
3541050312,A
3541050312,D
3541050321,A
3541050330,A
3541050349,A
3541050349,D
3541050349,E
3541050376,A
3541050376,C
3541050376,E
3541050376,Y
3541050376,Z
3541050438,A
3541050438,D
3541050438,E
3541050438,Z
3541050456,A
3541050465,A
3541050465,D
3541050527,1
3541050527,A
3541050527,E
3541050536,A
3541050563,A
3541050563,D
3541050563,E
3541050563,F
3541050563,G
3541050563,Y
3541050563,Z
3541050572,A
3541050572,E
3541050581,A
3541050581,E
3541050581,Z
3541051640,A
3541051659,A
3541051659,Y
3541051659,Z
3541051668,A
3541051677,A
3541051677,D
3541051677,E
3541051695,A
3541051695,E
3541051695,F
3541051695,G
3541051695,Z
3541051757,1
3541051757,A
3541051766,A
3541051766,E
3541060229,A
3541060229,D
3541060229,E
3541060229,Y
3541060229,Z
3541060247,A
3541060247,D
3541060247,E
3541060247,Z
3541060256,A
3541060256,D
3541060256,E
3541060274,A
3541060274,Y
3541060407,A
3541060407,C
3541060470,A
3541060470,D
3541060470,E
3541060470,F
3541060470,G
3541060505,1
3541060505,A
3541060514,1
3541060514,A
3541060514,E
3541060523,A
3541060523,C
3541060523,D
3541060523,E
3541060523,Y
3541060523,Z
3541060550,0
3541060550,A
3541060550,D
3541060550,E
3541060550,F
3541061619,A
3541061619,A0
3541061619,E
3541061619,F
3541061619,G
3541061619,I
3541061619,Z
3541061637,A
3541061637,D
3541061637,E
3541061673,A
3541061682,A
3541061682,D
3541061682,E
3541061682,Y
3541061682,Z
3541061691,A
3541061691,D
3541061691,E
3541061691,Z
3541061735,A
3541061735,D
3541061735,E
3541061735,Z
3541061744,1
3541061744,A
3541070127,A
3541070127,D
3541070127,E
3541070127,Z
3541070181,A
3541070181,E
3541070181,F
3541070181,G
3541070181,I
3541070216,A
3541070216,Y
3541070225,A
3541070234,A
3541070234,C
3541070234,E
3541070252,A
3541070261,A
3541070261,A0
3541070261,D
3541070261,E
3541070261,F
3541070261,G
3541070261,Z
3541070289,A
3541070289,D
3541070289,E
3541071295,A
3541071295,D
3541071295,E
3541071295,Y
3541071295,Z
3541071311,A
3541071311,C
3541071311,E
3541071348,A
3541071348,D
3541071348,E
3541071348,Y
3541071348,Z
3541071357,A
3541071357,E
3541071357,Y
3541071357,Z
3541071366,A
3541071375,1
3541071375,A
3541080061,A
3541080061,E
3541080061,Y
3541080061,Z
3541080178,A
3541080178,E
3541080178,Z
3541080196,A
3541080196,D
3541080196,E
3541080196,Y
3541080196,Z
3541081200,A
3541081200,E
3541081219,A
3541081219,D
3541081219,E
3541081219,F
3541081273,A
3541081273,C
3541081273,E
3541090101,A
3541090101,D
3541090101,E
3541090101,F
3541090101,G
3541090101,Y
3541090101,Z
3541091135,A
3541091135,E
3541100022,A
3541100086,A
3541100255,A
3541100255,E
3541101298,A
3541101298,D
3541101298,E
3541101298,Z
3541110019,A
3541110019,E
3541110082,A
3541110082,D
3541110082,E
3541120033,A
3541120033,D
3541120033,E
3541120033,Z
3541120079,A
3541120079,D
3541120079,E
3541120079,F
3541121129,A
3541121129,E
3541121129,Z
3541130048,A
3541130084,A
3541130084,D
3541130084,E
3541130084,Y
3541130084,Z
3541130093,A
3541130093,D
3541130093,E
3541130093,Z
3541130119,A
3541130119,E
3541130119,Z
3541130128,A
3541130128,A0
3541130128,E
3541130128,F
3541130128,G
3541130128,Z
3541131189,A
3541131189,Y
3541131232,A
3541131232,D
3541131232,E
3541131232,Z
3541131241,A
3541131241,E
3541131241,Z
3541131250,A
3541131250,E
3541131250,Y
3541131250,Z
3541140044,A
3541140044,Z
3541140106,A
3541140106,E
3541140115,A
3541140115,E
3541160037,A
3541160037,D
3541160037,E
3541160073,A
3541160073,D
3541160073,E
3541160073,Z
3541160082,0
3541160082,A
3541160082,E
3541160082,Z
3541161114,A
3541161114,E
3541161114,Y
3541161114,Z
3541170033,A
3541170033,D
3541170033,E
3541170033,F
3541170033,Z
3541181170,A
3541181170,Z
3541190035,A
3541190035,E
3541190035,Y
3541190035,Z
3541200090,A
3541200090,E
3541200125,1
3541200125,A
3541200134,A
3541200134,D
3541200134,E
3541200134,Z
3541200205,A
3541200214,A
3541200214,D
3541200214,E
3541200214,Z
3541200223,A
3541200223,E
3541200223,Z
3541200232,A
3541200232,E
3541200232,Y
3541200232,Z
3541201300,A
3541201300,A0
3541201300,D
3541201300,E
3541201300,F
3541201300,G
3541201300,I
3541201300,Z
3541201319,A
3541201319,D
3541201319,E
3541201328,A
3541210149,A
3541210149,E
3541210229,0
3541210229,A
3541210229,D
3541210229,E
3541210229,Y
3541210229,Z
3541210256,A
3541210256,D
3541210256,E
3541210256,F
3541210256,Z
3541211271,A
3541211271,E
3541211299,A
3541211299,E
3541211299,F
3541211299,G
3541220109,A
3541220109,D
3541220109,E
3541220109,F
3541220109,Y
3541220109,Z
3541230169,A
3541230169,E
3541230169,Y
3541230169,Z
3541230196,A
3541230203,A
3541230203,E
3541230203,Y
3541230203,Z
3541231255,A
3541231255,A0
3541231255,E
3541231255,F
3541231255,G
3541231255,Z
3541241135,A
3541241135,E
3541241135,F
3541241135,Z
3541250018,A
3541260032,A
3541260032,D
3541260032,E
3541270181,A
3541270216,1
3541270216,A
3541270216,E
3541270216,Z
3541270234,A
3541270314,A
3541270314,D
3541270314,E
3541270314,F
3541270314,G
3541270314,Y
3541270314,Z
3541270341,A
3541270341,E
3541270341,Y
3541270341,Z
3541270378,A
3541270476,A
3541270476,A0
3541270476,D
3541270476,E
3541270476,F
3541270476,G
3541270476,Y
3541270476,Z
3541270485,A
3541270485,E
3541270485,Z
3541270501,A
3541270501,E
3541270501,Y
3541271553,A
3541271553,D
3541271553,E
3541271553,F
3541271553,Y
3541271553,Z
3541271562,A
3541271562,D
3541271562,E
3541271562,Z
3541271571,A
3541271580,A
3541271580,E
3541271580,Z
3541271624,1
3541271624,2
3541271624,A
3541271624,E
3541271651,A
3541271651,D
3541271651,E
3541271651,Y
3541271651,Z
3541271697,1
3541271697,A
3541271697,E
3541271697,Y
3541271697,Z
3541271704,A
3541271704,C
3541271704,E
3541271704,Z
3541271713,A
3541271713,Y
3541271713,Z
3541271731,A
3541271731,C
3541271731,E
3541271731,W
3541280052,1
3541280052,A
3541280052,D
3541280052,E
3541280052,Z
3541280123,A
3541280169,A
3541280169,D
3541280169,E
3541280169,F
3541280169,Y
3541280169,Z
3541280178,A
3541280178,E
3541280178,Z
3541280196,A
3541280203,A
3541280258,A
3541280258,E
3541280301,A
3541280301,C
3541280301,E
3541280310,A
3541280310,E
3541280356,A
3541280356,D
3541280356,E
3541280356,Z
3541280365,1
3541280365,2
3541280365,A
3541280365,E
3541280365,Z
3541280427,A
3541280454,A
3541280454,D
3541280454,E
3541280472,1
3541280472,A
3541280507,A
3541280507,D
3541280507,E
3541280507,F
3541280507,Z
3541281577,A
3541281602,A
3541281602,D
3541281602,E
3541281602,Y
3541281602,Z
3541281611,1
3541281611,A
3541281611,E
3541281611,Z
3541281666,A
3541281666,E
3541281675,A
3541281675,Y
3541281684,A
3541281693,A
3541281693,D
3541281693,E
3541281693,Z
3541290147,A
3541290165,A
3541290165,C
3541291171,A
3541291171,D
3541291171,E
3541291171,Z
3541291180,A
3541291180,E
3541291180,Y
3541291199,1
3541291199,A
3541291199,E
3541291215,A
3541291224,A
3541291224,D
3541291224,E
3541310046,A
3541310046,E
3541310144,A
3541310162,A
3541310162,E
3541310368,A
3541310368,D
3541310368,E
3541310377,A
3541310377,Y
3541310377,Z
3541310386,A
3541310448,A
3541310635,A
3541310671,A
3541310671,E
3541310671,F
3541310671,G
3541310671,I
3541310680,A
3541310680,E
3541310715,A
3541310715,D
3541310715,E
3541310733,A
3541310733,E
3541310742,A
3541310742,D
3541310742,E
3541310788,A
3541310788,D
3541310788,E
3541310788,Z
3541310797,A
3541310797,E
3541310813,A
3541310813,D
3541310813,E
3541310813,Z
3541310822,A
3541310822,E
3541310822,F
3541310822,G
3541310868,A
3541310902,A
3541310902,E
3541310902,Y
3541310902,Z
3541310939,A
3541310948,A
3541310948,C
3541310948,E
3541310948,Z
3541310957,1
3541310957,A
3541311061,A
3541311061,A0
3541311061,E
3541311061,F
3541311061,G
3541311061,Y
3541311061,Z
3541311070,A
3541311070,E
3541311070,Y
3541311070,Z
3541311098,A
3541311098,E
3541311098,Y
3541311098,Z
3541311105,A
3541311105,D
3541311105,E
3541311123,A
3541311123,D
3541311123,E
3541311123,Z
3541311196,A
3541311196,E
3541311196,Z
3541311203,A
3541311203,E
3541311249,A
3541311249,E
3541311301,0
3541311301,A
3541311310,1
3541311310,2
3541311310,A
3541311310,E
3541312415,A
3541312415,C
3541312415,E
3541312415,W
3541312415,Z
3541312424,A
3541312424,E
3541312424,Y
3541312488,A
3541312488,C
3541312488,E
3541312488,Z
3541312497,A
3541312497,E
3541312497,Y
3541312531,1
3541312531,A
3541312531,E
3541312559,A
3541312559,D
3541312559,E
3541312559,Z
3541312568,1
3541312568,A
3541312568,E
3541312577,A
3541312577,E
3541312577,Y
3541312577,Z
3541312586,A
3541312620,A
3541312620,D
3541312620,E
3541312620,F
3541312620,Y
3541312620,Z
3541312657,A
3541312657,E
3541312657,F
3541312657,G
3541312657,I
3541312684,A
3541312684,E
3541312684,Y
3541312684,Z
3541312693,A
3541312728,A
3541312728,A0
3541312728,E
3541312728,F
3541312728,G
3541312728,Y
3541312728,Z
3541312755,A
3541312755,D
3541312755,E
3541312755,F
3541312755,Z
3541312808,A
3541312808,E
3541312808,Y
3541312817,A
3541312817,E
3541312835,A
3541312835,D
3541312835,E
3541312844,1
3541312844,A
3541312844,E
3541312844,Z
3541312853,A
3541312853,D
3541312853,E
3541312853,Y
3541312853,Z
3541312862,A
3541312862,E
3541312862,Z
3541312871,A
3541312871,E
3541312871,Y
3541312899,A
3541312899,A0
3541312899,D
3541312899,E
3541312899,F
3541312899,Z
3541312906,A
3541312915,A
3541312924,A
3541312942,A
3541312942,E
3541312942,F
3541312942,G
3541312942,Z
3541312960,A
3541312960,D
3541312960,E
3541312988,A
3541312988,C
3541312988,E
3541312997,A
3541312997,D
3541312997,E
3541312997,Y
3541312997,Z
3541313010,A
3541313010,D
3541313010,E
3541313010,F
3541313010,G
3541313010,I
3541313010,Z
3541313029,A
3541313029,E
3541313029,Z
3541313046,A
3541313046,D
3541313046,E
3541313065,A
3541313083,A
3541313109,1
3541313109,2
3541313109,A
3541313145,1
3541313145,A
3541313145,E
3541313172,A
3541313172,E
3541313172,Y
3541313172,Z
3542010036,A
3542010036,D
3542010036,E
3542010036,Y
3542010036,Z
3542010054,A
3542010054,D
3542010054,E
3542010054,Y
3542010054,Z
3542010090,A
3542010090,E
3542010090,E
3542010090,Y
3542010367,A
3542010367,D
3542010367,E
3542010367,Z
3542010465,A
3542010563,A
3542010563,D
3542010563,E
3542010563,Z
3542010590,A
3542010652,A
3542010652,E
3542010698,A
3542010723,A
3542010723,D
3542010723,E
3542010723,Z
3542010769,A
3542010769,A0
3542010769,E
3542010769,F
3542010769,G
3542010769,I
3542010769,Z
3542010956,A
3542011006,A
3542011006,E
3542011006,Y
3542011006,Z
3542011033,A
3542011033,E
3542011042,A
3542011097,A
3542011097,E
3542011104,A
3542011104,E
3542011104,F
3542011113,A
3542011113,D
3542011113,E
3542011131,A
3542011131,E
3542011202,A
3542011202,D
3542011202,E
3542011211,A
3542011211,D
3542011211,E
3542011211,Y
3542011211,Z
3542011293,A
3542011293,D
3542011293,Y
3542011293,Z
3542011328,A
3542011328,D
3542011328,E
3542011328,Z
3542011364,A
3542011364,D
3542011364,E
3542011364,Y
3542011364,Z
3542011382,A
3542011382,E
3542011382,Y
3542011382,Z
3542011417,A
3542011471,A
3542011471,D
3542011471,E
3542011471,Y
3542011471,Z
3542011506,A
3542011506,D
3542011506,E
3542011506,F
3542011506,G
3542011506,Z
3542011551,A
3542011551,D
3542011551,E
3542011551,Y
3542011551,Z
3542011631,A
3542011677,1
3542011677,A
3542011686,A
3542011686,D
3542011686,E
3542011686,F
3542011686,G
3542011686,Z
3542011766,A
3542011775,A
3542011775,E
3542011775,F
3542011775,G
3542011775,I
3542011775,Z
3542011800,A
3542011800,D
3542011800,E
3542011800,F
3542011800,G
3542011800,Y
3542011800,Z
3542011819,1
3542011819,2
3542011819,A
3542011828,A
3542011828,E
3542011828,Z
3542011864,A
3542011864,E
3542011864,F
3542011864,G
3542011864,Y
3542011864,Z
3542011873,A
3542011882,A
3542011882,E
3542011908,A
3542011917,A
3542011917,Y
3542011926,A
3542011935,A
3542011935,E
3542011935,Y
3542011935,Z
3542011953,A
3542011953,D
3542011953,E
3542011953,Z
3542011962,A
3542011962,D
3542011962,E
3542011962,Z
3542012021,A
3542012021,E
3542012021,Y
3542012030,1
3542012030,A
3542012049,A
3542012049,E
3542012049,Z
3542012067,A
3542012067,Y
3542012076,A
3542012076,D
3542012076,E
3542012076,Z
3542012085,A
3542012094,A
3542012094,E
3542012094,Z
3542012101,A
3542012101,E
3542012129,A
3542012129,E
3542012129,Y
3542012129,Z
3542012165,1
3542012165,A
3542012165,E
3542012263,A
3542012290,A
3542012307,A
3542012307,D
3542012307,E
3542012307,F
3542012307,Z
3542012334,A
3542012334,D
3542012352,A
3542012352,D
3542012352,E
3542012352,Z
3542012398,A
3542012441,A
3542012469,A
3542012469,E
3542012469,Z
3542013484,A
3542013582,1
3542013582,A
3542013582,E
3542013608,A
3542013608,E
3542013608,F
3542013608,G
3542013608,I
3542013635,A
3542013635,E
3542013635,Z
3542013662,A
3542013671,A
3542013671,E
3542013671,F
3542013671,G
3542013671,I
3542013671,Y
3542013671,Z
3542013751,A
3542013751,E
3542013886,A
3542013886,E
3542013886,Y
3542013886,Z
3542013920,1
3542013920,A
3542013920,E
3542013920,Y
3542013920,Z
3542013984,A
3542013984,D
3542013984,E
3542013984,Y
3542014016,1
3542014016,A
3542014016,E
3542014016,Z
3542014025,1
3542014025,A
3542014025,E
3542014025,Z
3542014098,A
3542014098,D
3542014098,E
3542014098,Z
3542014105,1
3542014105,A
3542014105,E
3542014114,A
3542014114,E
3542014132,A
3542014132,A0
3542014132,E
3542014132,F
3542014132,G
3542014132,Z
3542014187,1
3542014187,A
3542014187,E
3542014221,A
3542014221,Y
3542014221,Z
3542014230,A
3542014230,E
3542014230,Z
3542014329,A
3542014356,1
3542014356,A
3542014356,E
3542014392,A
3542014392,C
3542014392,E
3542014392,Z
3542014445,A
3542014445,C
3542014445,E
3542014445,Z
3542014463,A
3542014463,C
3542014463,E
3542014463,Z
3542014507,1
3542014507,A
3542014507,E
3542014525,A
3542014525,E
3542014525,Z
3542014552,A
3542014552,E
3542014552,Z
3542014561,1
3542014561,A
3542014605,A
3542014623,A
3542014623,C
3542014623,E
3542014623,Z
3542014687,A
3542014687,D
3542014687,E
3542014687,Y
3542014687,Z
3542014776,A
3542014785,A
3542014785,D
3542014785,E
3542014785,Y
3542014785,Z
3542014838,A
3542014838,E
3542014838,Y
3542014838,Z
3542014856,A
3542014856,D
3542014856,E
3542014856,Y
3542014927,A
3542014927,E
3542014927,Y
3542014954,A
3542014954,D
3542014954,E
3542014972,A
3542015004,A
3542015004,E
3542015004,Z
3542015031,A
3542015086,A
3542020013,A
3542020013,E
3542020013,Z
3542020069,A
3542020069,D
3542020069,E
3542020069,Z
3542020103,A
3542020103,Z
3542020130,A
3542020130,D
3542020130,E
3542020130,Y
3542020130,Z
3542020201,A
3542020201,E
3542020201,Y
3542020201,Z
3542020210,A
3542020210,E
3542020309,A
3542020309,D
3542020309,E
3542020309,Y
3542020309,Z
3542020363,A
3542020363,A0
3542020363,E
3542020363,F
3542020363,G
3542020363,I
3542020363,Y
3542020363,Z
3542020416,A
3542020416,E
3542020416,Z
3542020425,A
3542020425,E
3542020425,Y
3542020425,Z
3542020434,A
3542020434,E
3542020434,Y
3542020434,Z
3542020461,A
3542020461,E
3542020461,Y
3542020461,Z
3542020498,A
3542020498,D
3542020498,E
3542020498,Y
3542020498,Z
3542020532,A
3542020532,C
3542020532,E
3542020532,Z
3542020541,A
3542020541,D
3542020541,E
3542020550,A
3542020550,Y
3542020596,A
3542020596,D
3542020596,E
3542020596,Y
3542020596,Z
3542020630,A
3542020630,E
3542020630,Z
3542020630,Z
3542020649,A
3542020649,E
3542020676,A
3542020676,D
3542020676,E
3542020676,Y
3542020676,Z
3542020738,A
3542020738,E
3542020738,Y
3542020738,Z
3542020756,A
3542020792,A
3542020792,E
3542020809,A
3542020872,A
3542020872,E
3542020872,F
3542020872,G
3542021977,A
3542021986,1
3542021986,A
3542021986,D
3542021986,E
3542021986,Z
3542022054,A
3542022054,D
3542022054,E
3542022054,Z
3542022072,A
3542022090,A
3542022090,E
3542022090,Z
3542022107,A
3542022143,A
3542022143,C
3542022143,E
3542022170,A
3542022170,E
3542022170,Y
3542022170,Z
3542022205,A
3542022205,D
3542022205,E
3542022214,A
3542022214,E
3542022214,Z
3542022223,A
3542022223,C
3542022223,E
3542022250,A
3542022250,D
3542022250,E
3542022250,Z
3542022269,A
3542022269,C
3542022269,E
3542022296,A
3542022303,A
3542022303,E
3542022303,Z
3542022321,A
3542022321,A0
3542022321,E
3542022321,F
3542022321,G
3542022321,Z
3542030038,A
3542030038,D
3542030038,E
3542030038,F
3542030038,G
3542030038,I
3542030038,Y
3542030038,Z
3542030207,A
3542030332,A
3542030403,A
3542030403,E
3542030403,Z
3542030476,A
3542030476,E
3542030494,A
3542030547,A
3542030547,F
3542030547,G
3542030556,A
3542030556,D
3542030556,E
3542030556,Z
3542031606,A
3542031606,D
3542031606,E
3542031615,A
3542031615,C
3542031615,E
3542031633,A
3542031633,E
3542031633,Z
3542031642,A
3542031704,A
3542031704,D
3542031704,E
3542031722,A
3542031722,C
3542031722,E
3542031722,W
3542031731,A
3542031731,D
3542031731,E
3542031731,Y
3542031731,Z
3542031740,A
3542031740,Y
3542031795,A
3542031820,A
3542031820,E
3542031820,F
3542031820,G
3542040089,A
3542040089,E
3542040169,A
3542040169,D
3542040169,E
3542040169,F
3542040169,Z
3542040178,A
3542040178,D
3542040178,E
